placement,top4,level,gold_left,last_round,level_efficiency,top_trait,active_trait_count,unit_star_avg,unit_count,item_concentration,damage_to_players,players_eliminated,_unit_items,_traits_raw,match_id,game_version,game_datetime,puuid,is_me
3,1,7,30,31,0.22580645161290322,TFT17_ShieldTank,6,2.375,8,0.5113636363636365,92,1,"{""TFT17_Teemo"": [""TFT_Item_GuinsoosRageblade""], ""TFT17_Nasus"": [], ""TFT17_Leona"": [""TFT_Item_GargoyleStoneplate"", ""TFT_Item_WarmogsArmor"", ""TFT_Item_GargoyleStoneplate""], ""TFT17_Lissandra"": [], ""TFT17_Zoe"": [""TFT_Item_GuinsoosRageblade"", ""TFT_Item_MadredsBloodrazor"", ""TFT_Item_BlueBuff""], ""TFT17_Mordekaiser"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_SpectralGauntlet"", ""TFT_Item_GuardianAngel""], ""TFT17_Illaoi"": [""TFT_Item_GiantsBelt""], ""TFT17_Summon"": []}","[{""name"": ""TFT17_ADMIN"", ""style"": 1}, {""name"": ""TFT17_APTrait"", ""style"": 0}, {""name"": ""TFT17_AnimaSquad"", ""style"": 0}, {""name"": ""TFT17_DarkStar"", ""style"": 1}, {""name"": ""TFT17_ManaTrait"", ""style"": 1}, {""name"": ""TFT17_ShieldTank"", ""style"": 2}, {""name"": ""TFT17_SpaceGroove"", ""style"": 1}, {""name"": ""TFT17_SummonTrait"", ""style"": 1}]",NA1_5551258113,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777660507884,TuE-_sqgOI26gYLh8gSj6K6dAJJzkD3YKwJfkZPYmxVKNs2Y6_UDiuIWDNfvDczJvNHVp_1hBIY8fQ,1
7,0,8,0,27,0.2962962962962963,TFT17_Stargazer_Mountain,5,2.111111111111111,9,0.48888888888888893,63,0,"{""TFT17_TwistedFate"": [], ""TFT17_Talon"": [], ""TFT17_Jax"": [""TFT_Item_DragonsClaw"", ""TFT_Item_RedBuff""], ""TFT17_Ornn"": [""TFT_Item_GargoyleStoneplate""], ""TFT17_Lulu"": [], ""TFT17_Rammus"": [""TFT17_Item_StargazerEmblemItem""], ""TFT17_Xayah"": [""TFT_Item_MadredsBloodrazor"", ""TFT_Item_GuinsoosRageblade"", ""TFT_Item_RunaansHurricane""], ""TFT17_Shen"": [""TFT17_Item_StargazerEmblemItem""], ""TFT17_Morgana"": [""TFT17_Item_StargazerEmblemItem"", ""TFT_Item_SpearOfShojin""]}","[{""name"": ""TFT17_APTrait"", ""style"": 0}, {""name"": ""TFT17_AssassinTrait"", ""style"": 0}, {""name"": ""TFT17_Astronaut"", ""style"": 0}, {""name"": ""TFT17_Fateweaver"", ""style"": 0}, {""name"": ""TFT17_MorganaUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_RangedTrait"", ""style"": 0}, {""name"": ""TFT17_ResistTank"", ""style"": 2}, {""name"": ""TFT17_ShenUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_SpaceGroove"", ""style"": 1}, {""name"": ""TFT17_Stargazer_Mountain"", ""style"": 4}]",NA1_5551258113,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777660507884,fE2ibxhcIHas4D8dlq9r6UnyRoPcIHJ-JQwzS-NwiJQvFIMBa7Jr6uE1gtz_ADw88SZ_56FFKEFlVw,0
6,0,9,15,27,0.3333333333333333,TFT17_BlitzcrankUniqueTrait,6,1.3333333333333333,9,0.6419753086419753,59,0,"{""TFT17_Teemo"": [""TFT_Item_RabadonsDeathcap"", ""TFT_Item_GuinsoosRageblade"", ""TFT_Item_MadredsBloodrazor""], ""TFT17_Leona"": [""TFT_Item_FrozenHeart"", ""TFT_Item_RedBuff"", ""TFT_Item_GargoyleStoneplate""], ""TFT17_Pyke"": [], ""TFT17_Illaoi"": [], ""TFT17_Karma"": [], ""TFT17_Nunu"": [], ""TFT17_Bard"": [""TFT_Item_AdaptiveHelm"", ""TFT17_Item_FavoredEmblemItem""], ""TFT17_Blitzcrank"": [], ""TFT17_Graves"": [""TFT_Item_GuinsoosRageblade""]}","[{""name"": ""TFT17_ADMIN"", ""style"": 1}, {""name"": ""TFT17_AnimaSquad"", ""style"": 0}, {""name"": ""TFT17_Astronaut"", ""style"": 0}, {""name"": ""TFT17_BlitzcrankUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_DarkStar"", ""style"": 0}, {""name"": ""TFT17_FlexTrait"", ""style"": 1}, {""name"": ""TFT17_GravesTrait"", ""style"": 3}, {""name"": ""TFT17_ManaTrait"", ""style"": 0}, {""name"": ""TFT17_PsyOps"", ""style"": 0}, {""name"": ""TFT17_ShieldTank"", ""style"": 2}, {""name"": ""TFT17_SpaceGroove"", ""style"": 1}, {""name"": ""TFT17_Stargazer_Mountain"", ""style"": 0}, {""name"": ""TFT17_SummonTrait"", ""style"": 0}]",NA1_5551258113,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777660507884,qTMr0V50UrqErSsKWDEUN16W7RBSWYAnsE0g91CejT5xghhCJeH8YNI9BhWBxJ-fuRExmdZpmi0zEg,0
5,0,9,46,28,0.32142857142857145,TFT17_HPTank,5,1.8888888888888888,9,0.5858585858585859,85,0,"{""TFT17_Chogath"": [""TFT_Item_FrozenHeart"", ""TFT_Item_WarmogsArmor"", ""TFT_Item_WarmogsArmor""], ""TFT17_RekSai"": [], ""TFT17_Gragas"": [], ""TFT17_Pantheon"": [""TFT_Item_NightHarvester"", ""TFT_Item_ChainVest""], ""TFT17_Maokai"": [], ""TFT17_Viktor"": [], ""TFT17_TahmKench"": [], ""TFT17_Vex"": [""TFT_Item_JeweledGauntlet"", ""TFT_Item_HextechGunblade"", ""TFT17_Item_PsyOps_DroneMod""], ""TFT17_Zed"": [""TFT_Item_SpearOfShojin"", ""TFT5_Item_LastWhisperRadiant"", ""TFT_Item_Bloodthirster""]}","[{""name"": ""TFT17_APTrait"", ""style"": 0}, {""name"": ""TFT17_DRX"", ""style"": 0}, {""name"": ""TFT17_DarkStar"", ""style"": 0}, {""name"": ""TFT17_HPTank"", ""style"": 4}, {""name"": ""TFT17_ManaTrait"", ""style"": 0}, {""name"": ""TFT17_Primordian"", ""style"": 0}, {""name"": ""TFT17_PsyOps"", ""style"": 1}, {""name"": ""TFT17_TahmKenchUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_Timebreaker"", ""style"": 0}, {""name"": ""TFT17_VexUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_ZedUniqueTrait"", ""style"": 3}]",NA1_5551258113,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777660507884,c-XkJOYgUBdTuSLMscGttLISmKgglZteDwB8HMee4c-GVrXVyX87DQAm7smrE0Z05_mJ5peyXVa0yg,0
4,1,8,1,30,0.26666666666666666,TFT17_FlexTrait,6,1.3333333333333333,9,0.6222222222222222,80,0,"{""TFT17_Lissandra"": [], ""TFT17_RekSai"": [], ""TFT17_IvernMinion"": [], ""TFT17_Illaoi"": [], ""TFT17_Karma"": [""TFT_Item_RapidFireCannon""], ""TFT17_Galio"": [""TFT_Item_GargoyleStoneplate"", ""TFT_Item_SteraksGage"", ""TFT_Item_DragonsClaw""], ""TFT17_Nami"": [""TFT_Item_StatikkShiv"", ""TFT_Item_Artifact_EternalPact"", ""TFT_Item_JeweledGauntlet""], ""TFT17_Nunu"": [""TFT_Item_FrozenHeart"", ""TFT_Item_Artifact_HorizonFocus"", ""TFT_Item_Crownguard""], ""TFT17_Summon"": []}","[{""name"": ""TFT17_APTrait"", ""style"": 1}, {""name"": ""TFT17_AnimaSquad"", ""style"": 0}, {""name"": ""TFT17_Astronaut"", ""style"": 0}, {""name"": ""TFT17_DarkStar"", ""style"": 1}, {""name"": ""TFT17_FlexTrait"", ""style"": 2}, {""name"": ""TFT17_HPTank"", ""style"": 0}, {""name"": ""TFT17_Mecha"", ""style"": 0}, {""name"": ""TFT17_Primordian"", ""style"": 0}, {""name"": ""TFT17_ShieldTank"", ""style"": 1}, {""name"": ""TFT17_SpaceGroove"", ""style"": 1}, {""name"": ""TFT17_Stargazer_Mountain"", ""style"": 0}, {""name"": ""TFT17_SummonTrait"", ""style"": 1}]",NA1_5551258113,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777660507884,Tw1l0p4kygvZTZO0TnkVrFq4XnXlmGCs5C5y82d2wg_KBcGhqyLhfvlXFCky8EGPcdUg6LTrXlETUA,0
2,1,9,25,40,0.225,TFT17_DRX,6,2.6666666666666665,9,0.3209876543209875,149,3,"{""TFT17_Briar"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_NightHarvester"", ""TFT_Item_BrambleVest""], ""TFT17_Caitlyn"": [], ""TFT17_Aatrox"": [""TFT_Item_GargoyleStoneplate"", ""TFT_Item_ChainVest"", ""TFT_Item_BrambleVest""], ""TFT17_RekSai"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_ArchangelsStaff"", ""TFT_Item_HextechGunblade""], ""TFT17_Belveth"": [""TFT_Item_TitansResolve"", ""TFT_Item_Bloodthirster"", ""TFT_Item_SteraksGage""], ""TFT17_Akali"": [""TFT_Item_TitansResolve"", ""TFT_Item_UnstableConcoction"", ""TFT_Item_GuardianAngel""], ""TFT17_Maokai"": [""TFT_Item_WarmogsArmor""], ""TFT17_Kindred"": [""TFT_Item_GuinsoosRageblade"", ""TFT_Item_MadredsBloodrazor""], ""TFT17_Morgana"": []}","[{""name"": ""TFT17_ASTrait"", ""style"": 1}, {""name"": ""TFT17_AnimaSquad"", ""style"": 0}, {""name"": ""TFT17_AssassinTrait"", ""style"": 0}, {""name"": ""TFT17_DRX"", ""style"": 4}, {""name"": ""TFT17_Fateweaver"", ""style"": 0}, {""name"": ""TFT17_HPTank"", ""style"": 1}, {""name"": ""TFT17_MeleeTrait"", ""style"": 1}, {""name"": ""TFT17_MorganaUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_Primordian"", ""style"": 4}, {""name"": ""TFT17_ResistTank"", ""style"": 0}]",NA1_5551273777,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777662343325,804M1_YrwCyF0X7lgB28Vm9-VcRmDAcPNa3NmU5lG3QVFpGyuQl5vK6ztimkJwLXImaxb0illjVyuw,0
6,0,8,3,26,0.3076923076923077,TFT17_Stargazer_Medallion,6,1.625,8,0.45192307692307687,46,0,"{""TFT17_Jax"": [""TFT_Item_WarmogsArmor"", ""TFT_Item_Redemption"", ""TFT_Item_RedBuff""], ""TFT17_Pantheon"": [], ""TFT17_Maokai"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_Bloodthirster"", ""TFT_Item_DragonsClaw""], ""TFT17_Lulu"": [""TFT7_Item_ShimmerscaleGamblersBlade"", ""TFT_Item_GuinsoosRageblade"", ""TFT_Item_BlueBuff""], ""TFT17_Rammus"": [], ""TFT17_Nunu"": [], ""TFT17_TahmKench"": [""TFT_Item_SpectralGauntlet""], ""TFT17_Graves"": [""TFT_Item_InfinityEdge"", ""TFT_Item_MadredsBloodrazor"", ""TFT_Item_GuinsoosRageblade""]}","[{""name"": ""TFT17_APTrait"", ""style"": 1}, {""name"": ""TFT17_Astronaut"", ""style"": 0}, {""name"": ""TFT17_DRX"", ""style"": 0}, {""name"": ""TFT17_GravesTrait"", ""style"": 3}, {""name"": ""TFT17_HPTank"", ""style"": 1}, {""name"": ""TFT17_ResistTank"", ""style"": 1}, {""name"": ""TFT17_ShieldTank"", ""style"": 0}, {""name"": ""TFT17_Stargazer_Medallion"", ""style"": 4}, {""name"": ""TFT17_TahmKenchUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_Timebreaker"", ""style"": 0}]",NA1_5551273777,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777662343325,U_0UY8B11t4ubVFclOPeK3Dz6XOcUSo_bt4j3xUv9GqnIrItIpgQXHhVpIlCI2SwyxMX9pk5xzkMyQ,0
7,0,8,1,26,0.3076923076923077,TFT17_ADMIN,4,1.625,8,0.5340909090909092,30,0,"{""TFT17_Teemo"": [], ""TFT17_Nasus"": [""TFT_Item_RedBuff"", ""TFT_Item_BrambleVest"", ""TFT_Item_DragonsClaw""], ""TFT17_Leona"": [], ""TFT17_Zoe"": [], ""TFT17_Samira"": [], ""TFT17_Nami"": [""TFT_Item_StatikkShiv"", ""TFT_Item_JeweledGauntlet""], ""TFT17_Leblanc"": [""TFT_Item_MadredsBloodrazor"", ""TFT17_Item_Artifact_EvelynnArtifact"", ""TFT_Item_GuinsoosRageblade""], ""TFT17_Blitzcrank"": [""TFT_Item_UnstableConcoction"", ""TFT17_Item_Artifact_SorakaArtifact"", ""TFT_Item_JeweledGauntlet""]}","[{""name"": ""TFT17_ADMIN"", ""style"": 4}, {""name"": ""TFT17_APTrait"", ""style"": 0}, {""name"": ""TFT17_BlitzcrankUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_ManaTrait"", ""style"": 0}, {""name"": ""TFT17_RangedTrait"", ""style"": 0}, {""name"": ""TFT17_ShieldTank"", ""style"": 1}, {""name"": ""TFT17_SpaceGroove"", ""style"": 2}, {""name"": ""TFT17_SummonTrait"", ""style"": 0}]",NA1_5551273777,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777662343325,WJ0w2lznBUxHK80FP_qjxWRw9ES3mI-4jFWRq1KlXioRml4o1xy28XzefEZR_i6UBxcdI01p3JgFzQ,0
8,0,8,25,26,0.3076923076923077,TFT17_APTrait,5,1.875,8,0.5249999999999999,35,0,"{""TFT17_Poppy"": [], ""TFT17_Veigar"": [""TFT_Item_Leviathan"", ""TFT_Item_JeweledGauntlet"", ""TFT_Item_SpearOfShojin""], ""TFT17_IvernMinion"": [""TFT_Item_GiantsBelt""], ""TFT17_MissFortune"": [""TFT_Item_PowerGauntlet"", ""TFT_Item_LastWhisper"", ""TFT_Item_BFSword""], ""TFT17_Fizz"": [""TFT17_Item_FavoredEmblemItem""], ""TFT17_Lulu"": [], ""TFT17_Rammus"": [""TFT_Item_AdaptiveHelm"", ""TFT_Item_BrambleVest""], ""TFT17_Nami"": []}","[{""name"": ""TFT17_ADMIN"", ""style"": 0}, {""name"": ""TFT17_APTrait"", ""style"": 4}, {""name"": ""TFT17_AssassinTrait"", ""style"": 0}, {""name"": ""TFT17_Astronaut"", ""style"": 2}, {""name"": ""TFT17_FlexTrait"", ""style"": 0}, {""name"": ""TFT17_MissFortuneUndeterminedTrait"", ""style"": 0}, {""name"": ""TFT17_MissFortuneUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_ResistTank"", ""style"": 1}, {""name"": ""TFT17_SpaceGroove"", ""style"": 1}, {""name"": ""TFT17_Stargazer_Medallion"", ""style"": 0}, {""name"": ""TFT17_SummonTrait"", ""style"": 0}]",NA1_5551273777,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777662343325,UrcLb1IUCtGUmnnVCtotcOMJ-rQyWsMkXtltBYS0GhPzm_Pw23opRfnJIIo0ugY_-Jp5pjD2X3dg2g,0
5,0,8,30,30,0.26666666666666666,TFT17_Timebreaker,6,2.0,8,0.5972222222222223,84,1,"{""TFT17_Ezreal"": [""TFT_Item_SpearOfShojin"", ""TFT_Item_InfinityEdge"", ""TFT_Item_Artifact_Dawncore""], ""TFT17_Chogath"": [""TFT_Item_WarmogsArmor"", ""TFT_Item_FrozenHeart""], ""TFT17_Milio"": [], ""TFT17_Pantheon"": [], ""TFT17_Maokai"": [], ""TFT17_Riven"": [""TFT_Item_GuardianAngel"", ""TFT_Item_TitansResolve"", ""TFT_Item_Bloodthirster""], ""TFT17_TahmKench"": [], ""TFT17_Jhin"": [""TFT_Item_LastWhisper""]}","[{""name"": ""TFT17_APTrait"", ""style"": 0}, {""name"": ""TFT17_AssassinTrait"", ""style"": 0}, {""name"": ""TFT17_DRX"", ""style"": 0}, {""name"": ""TFT17_DarkStar"", ""style"": 1}, {""name"": ""TFT17_Fateweaver"", ""style"": 0}, {""name"": ""TFT17_HPTank"", ""style"": 2}, {""name"": ""TFT17_JhinUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_RangedTrait"", ""style"": 1}, {""name"": ""TFT17_TahmKenchUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_Timebreaker"", ""style"": 4}]",NA1_5551273777,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777662343325,PZSv4CQOQFRXEmI8uolv98eYC20OoR9Yl7GI8Up-tkJX4osDPEqi23SRNsu_RI2AJvB_xDFtbAyLKA,0
3,1,8,19,38,0.21052631578947367,TFT17_RhaastUniqueTrait,9,2.0,9,0.4027777777777777,197,1,"{""TFT17_Lissandra"": [""TFT_Item_JeweledGauntlet"", ""TFT_Item_MadredsBloodrazor"", ""TFT_Item_HextechGunblade""], ""TFT17_Pyke"": [""TFT_Item_InfinityEdge"", ""TFT_Item_AdaptiveHelm"", ""TFT_Item_GuardianAngel""], ""TFT17_IvernMinion"": [], ""TFT17_Mordekaiser"": [""TFT_Item_RedBuff""], ""TFT17_Illaoi"": [""TFT_Item_WarmogsArmor"", ""TFT_Item_GargoyleStoneplate"", ""TFT_Item_Redemption""], ""TFT17_Viktor"": [""TFT_Item_JeweledGauntlet"", ""TFT17_Item_PsyOps_SympatheticImplantMod"", ""TFT_Item_StatikkShiv""], ""TFT17_Rhaast"": [], ""TFT17_Nami"": [""TFT_Item_RabadonsDeathcap"", ""TFT_Item_JeweledGauntlet"", ""TFT_Item_AdaptiveHelm""], ""TFT17_Summon"": []}","[{""name"": ""TFT17_APTrait"", ""style"": 1}, {""name"": ""TFT17_AnimaSquad"", ""style"": 0}, {""name"": ""TFT17_Astronaut"", ""style"": 0}, {""name"": ""TFT17_DarkStar"", ""style"": 1}, {""name"": ""TFT17_FlexTrait"", ""style"": 1}, {""name"": ""TFT17_ManaTrait"", ""style"": 1}, {""name"": ""TFT17_PsyOps"", ""style"": 1}, {""name"": ""TFT17_RhaastUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_ShieldTank"", ""style"": 1}, {""name"": ""TFT17_SpaceGroove"", ""style"": 1}, {""name"": ""TFT17_SummonTrait"", ""style"": 1}]",NA1_5551273777,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777662343325,QPjT18J2slRTb-9oIVU21ifjHhf-viocuUKYYFwlycCN6_zq_1BQlRPc8PGC_VJSMiY2eGRhpXDzLg,0
1,1,10,5,40,0.25,TFT17_BlitzcrankUniqueTrait,10,2.2,10,0.44999999999999996,172,2,"{""TFT17_Nasus"": [], ""TFT17_Gwen"": [""TFT_Item_RapidFireCannon"", ""TFT_Item_GuardianAngel"", ""TFT_Item_AdaptiveHelm""], ""TFT17_Pantheon"": [], ""TFT17_Ornn"": [""TFT_Item_IonicSpark"", ""TFT_Item_Redemption"", ""TFT_Item_FrozenHeart""], ""TFT17_Nami"": [""TFT_Item_Leviathan"", ""TFT_Item_Leviathan"", ""TFT_Item_JeweledGauntlet""], ""TFT17_Riven"": [""TFT_Item_SteraksGage"", ""TFT_Item_Bloodthirster"", ""TFT_Item_GuardianAngel""], ""TFT17_TahmKench"": [], ""TFT17_Blitzcrank"": [""TFT_Item_Bloodthirster"", ""TFT_Item_UnstableConcoction""], ""TFT17_Shen"": []}","[{""name"": ""TFT17_APTrait"", ""style"": 1}, {""name"": ""TFT17_AssassinTrait"", ""style"": 1}, {""name"": ""TFT17_BlitzcrankUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_HPTank"", ""style"": 1}, {""name"": ""TFT17_ResistTank"", ""style"": 1}, {""name"": ""TFT17_ShenUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_ShieldTank"", ""style"": 1}, {""name"": ""TFT17_SpaceGroove"", ""style"": 2}, {""name"": ""TFT17_TahmKenchUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_Timebreaker"", ""style"": 1}]",NA1_5551273777,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777662343325,TuE-_sqgOI26gYLh8gSj6K6dAJJzkD3YKwJfkZPYmxVKNs2Y6_UDiuIWDNfvDczJvNHVp_1hBIY8fQ,1
4,1,8,1,31,0.25806451612903225,TFT17_SonaUniqueTrait,7,1.875,8,0.375,93,0,"{""TFT17_IvernMinion"": [""TFT_Item_Redemption"", ""TFT_Item_GargoyleStoneplate"", ""TFT_Item_FrozenHeart""], ""TFT17_Mordekaiser"": [""TFT_Item_Bloodthirster"", ""TFT_Item_WarmogsArmor"", ""TFT_Item_BrambleVest""], ""TFT17_Fizz"": [""TFT_Item_Bloodthirster"", ""TFT_Item_RabadonsDeathcap"", ""TFT17_Item_DarkStarEmblemItem""], ""TFT17_Kaisa"": [""TFT_Item_RunaansHurricane"", ""TFT_Item_RecurveBow"", ""TFT_Item_GuinsoosRageblade""], ""TFT17_Viktor"": [], ""TFT17_Rammus"": [], ""TFT17_Karma"": [], ""TFT17_Sona"": [""TFT_Item_Leviathan"", ""TFT17_Item_PsyOps_DroneMod"", ""TFT_Item_JeweledGauntlet""]}","[{""name"": ""TFT17_AssassinTrait"", ""style"": 1}, {""name"": ""TFT17_Astronaut"", ""style"": 1}, {""name"": ""TFT17_DarkStar"", ""style"": 2}, {""name"": ""TFT17_FlexTrait"", ""style"": 1}, {""name"": ""TFT17_ManaTrait"", ""style"": 1}, {""name"": ""TFT17_PsyOps"", ""style"": 1}, {""name"": ""TFT17_ResistTank"", ""style"": 0}, {""name"": ""TFT17_ShieldTank"", ""style"": 0}, {""name"": ""TFT17_SonaUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_SummonTrait"", ""style"": 0}]",NA1_5551273777,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777662343325,rG_MVm2sWrKa_6LshTM53KTDblifD4TNsdb6AOLEPeDIKVx-iHyxagw5gh19nY3eIqzsCvOJtWtX0w,0
7,0,8,6,27,0.2962962962962963,TFT17_AssassinTrait,4,1.25,8,0.5249999999999999,53,0,"{""TFT17_Briar"": [], ""TFT17_Illaoi"": [""TFT_Item_FrozenHeart""], ""TFT17_Aurora"": [""TFT_Item_RabadonsDeathcap"", ""TFT_Item_SpearOfShojin"", ""TFT_Item_JeweledGauntlet""], ""TFT17_Fizz"": [], ""TFT17_Rammus"": [""TFT17_Item_AnimaSquadEmblemItem""], ""TFT17_Nunu"": [""TFT_Item_GargoyleStoneplate"", ""TFT_Item_IonicSpark"", ""TFT17_EkkoOffering_AnomalyItem""], ""TFT17_Riven"": [""TFT_Item_GiantsBelt"", ""TFT_Item_MadredsBloodrazor""], ""TFT17_Bard"": []}","[{""name"": ""TFT17_AnimaSquad"", ""style"": 1}, {""name"": ""TFT17_AssassinTrait"", ""style"": 2}, {""name"": ""TFT17_Astronaut"", ""style"": 1}, {""name"": ""TFT17_FlexTrait"", ""style"": 0}, {""name"": ""TFT17_ManaTrait"", ""style"": 0}, {""name"": ""TFT17_Primordian"", ""style"": 0}, {""name"": ""TFT17_ResistTank"", ""style"": 0}, {""name"": ""TFT17_ShieldTank"", ""style"": 1}, {""name"": ""TFT17_Stargazer_Serpent"", ""style"": 0}, {""name"": ""TFT17_SummonTrait"", ""style"": 0}, {""name"": ""TFT17_Timebreaker"", ""style"": 0}]",NA1_5551404098,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777678029612,440Uxdo6hnNyPhT_OMJm4eCiU_017bqCZzrxD-6oXymaF8ZRdc3VupGzCanNtJy0GmYJ_1qodXeiMw,0
8,0,8,2,27,0.2962962962962963,TFT17_ShenUniqueTrait,5,1.75,8,0.5340909090909092,53,0,"{""TFT17_Nasus"": [], ""TFT17_Leona"": [""TFT_Item_GargoyleStoneplate"", ""TFT_Item_RedBuff"", ""TFT17_Item_ResistTankEmblemItem""], ""TFT17_Lissandra"": [], ""TFT17_IvernMinion"": [], ""TFT17_Ornn"": [""TFT17_EkkoOffering_AnomalyItem"", ""TFT_Item_NightHarvester""], ""TFT17_Bard"": [""TFT_Item_ThiefsGloves"", ""TFT_Item_RapidFireCannon"", ""TFT_Item_ArchangelsStaff""], ""TFT17_Vex"": [""TFT_Item_MadredsBloodrazor"", ""TFT_Item_GuinsoosRageblade"", ""TFT_Item_ArchangelsStaff""], ""TFT17_Shen"": []}","[{""name"": ""TFT17_ADMIN"", ""style"": 0}, {""name"": ""TFT17_APTrait"", ""style"": 0}, {""name"": ""TFT17_Astronaut"", ""style"": 0}, {""name"": ""TFT17_DarkStar"", ""style"": 0}, {""name"": ""TFT17_FlexTrait"", ""style"": 0}, {""name"": ""TFT17_ManaTrait"", ""style"": 0}, {""name"": ""TFT17_ResistTank"", ""style"": 1}, {""name"": ""TFT17_ShenUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_ShieldTank"", ""style"": 1}, {""name"": ""TFT17_SpaceGroove"", ""style"": 1}, {""name"": ""TFT17_SummonTrait"", ""style"": 0}, {""name"": ""TFT17_VexUniqueTrait"", ""style"": 3}]",NA1_5551404098,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777678029612,k2r_teBvXvLLM7LJ4mOoQ2Zco8jnqfn2U6VF6FANlV8JD3l0zHBZjNHonvC8lr8OT_n3oyU0tm8SMA,0
3,1,9,18,31,0.2903225806451613,TFT17_Timebreaker,7,1.6666666666666667,9,0.47619047619047605,96,1,"{""TFT17_Ezreal"": [""TFT_Item_SpearOfShojin"", ""TFT_Item_Deathblade"", ""TFT_Item_InfinityEdge""], ""TFT17_Chogath"": [""TFT_Item_RedBuff"", ""TFT_Item_GargoyleStoneplate"", ""TFT_Item_DragonsClaw""], ""TFT17_Milio"": [], ""TFT17_Pantheon"": [""TFT_Item_SpectralGauntlet"", ""TFT17_EkkoOffering_AnomalyItem"", ""TFT_Item_GiantsBelt""], ""TFT17_Maokai"": [], ""TFT17_Riven"": [""TFT_Item_Quicksilver"", ""TFT_Item_PowerGauntlet""], ""TFT17_TahmKench"": [], ""TFT17_Jhin"": [""TFT_Item_InfinityEdge"", ""TFT_Item_Artifact_CappaJuice"", ""TFT_Item_MadredsBloodrazor""], ""TFT17_Shen"": []}","[{""name"": ""TFT17_APTrait"", ""style"": 0}, {""name"": ""TFT17_AssassinTrait"", ""style"": 0}, {""name"": ""TFT17_DRX"", ""style"": 0}, {""name"": ""TFT17_DarkStar"", ""style"": 1}, {""name"": ""TFT17_Fateweaver"", ""style"": 0}, {""name"": ""TFT17_HPTank"", ""style"": 2}, {""name"": ""TFT17_JhinUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_RangedTrait"", ""style"": 1}, {""name"": ""TFT17_ResistTank"", ""style"": 0}, {""name"": ""TFT17_ShenUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_TahmKenchUniqueTrait"", ""style"": 3}, {""name"": ""TFT17_Timebreaker"", ""style"": 4}]",NA1_5551404098,Linux Version 16.9.772.1032 (Apr 29 2026/20:03:33) [PUBLIC] <Releases/16.9>,1777678029612,M-ghVryuNu7uDZpbO5FcNYcYhZIg8mo2clw34qKGeCaN23b69RCu9sB4gL8oI3mC_cAyu2YuAWnxrg,0
